i-03a5380bebd2408a5,import 2,import-2,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
i-0f15a93afbc18be1b,import 1,import-1,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
i-01881d31107ec57aa,import 2,import-2,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
i-0453924f8ea27536c,import 1,import-1,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
i-0b0306bc397b59b20,import 2,import-2,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
i-0e6ebae1c3546fb3c,import 1,import-1,us-west-1,t2.small,vpc-9483dcf1,subnet-26adbd43,96547,sg-00bfcf79,AppTeam1
